Date,site_no,flow_cfs,814_SWE_cm,684_SWE_cm,dayl_s,prcp_mm_day,srad_W_m2,swe_cm,tmax_C,tmin_C,vp_Pa,tmean,convective_fraction,longwave_radiation,potential_energy,potential_evaporation,pressure,shortwave_radiation,specific_humidity,temperature,total_precipitation,wind_u,wind_v
2016-06-22,10133980,19.6,0.0,0.0,53733.62,0.0,531.53,0.0,30.47,10.14,966.03,20.305,0.0,290.8356696672123,88.47938025095473,0.32550601472995094,78249.96377182216,294.1452855291872,0.006105927161756683,18.47904140774178,0.0,-1.3188754773595204,-1.1929541734860885
2016-06-23,10133980,21.4,0.0,0.0,53725.35,0.0,491.12,0.0,30.6,12.62,1186.4,21.61,0.0,300.3993712493182,299.37465575559196,0.36519126808844965,78128.6909922259,329.3918927304966,0.0071927774890889265,20.600556574029113,0.0,0.49944285324604465,2.850822422258593
2016-06-24,10133980,20.2,0.0,0.0,53713.41,0.0,512.23,0.0,28.68,9.61,960.94,19.145,0.0,280.63599972722324,19.651316966721225,0.36804648799781786,78125.71651050192,334.63560542825974,0.005703017982815059,19.384029178067916,0.0,2.943169667212221,0.6775231860338246
2016-06-25,10133980,20.0,0.0,0.0,53697.8,0.0,514.98,0.0,25.31,6.39,787.26,15.85,0.0,255.300548963448,0.0,0.3445593562465904,78423.94135092746,339.29945765139115,0.00511596508456083,13.604335897542473,0.0,0.531112929623568,-2.0170731042007644
2016-06-26,10133980,20.0,0.0,0.0,53678.54,0.0,557.54,0.0,28.11,5.28,686.56,16.695,0.0,237.70938011456636,0.0,0.3352183851609384,78551.07194421715,343.98354569012554,0.00368185035460993,14.27178910725248,0.0,0.09496044735406439,0.52455537370431
2016-06-27,10133980,19.9,0.0,0.0,53655.64,0.0,526.2,0.0,31.83,10.77,964.34,21.299999999999997,0.0,279.4562199945445,99.0962836879433,0.35781000409165303,78682.14314852703,332.6879204173487,0.00531837285451936,18.83986482094759,0.0,-1.7151943535188219,1.2997483633387892
2016-06-28,10133980,18.3,0.0,0.0,53629.13,0.0,506.92,0.0,32.7,12.75,1090.61,22.725,0.0,301.208821603928,336.3050823786144,0.33188082378614303,78586.77038325153,279.93749393071477,0.006114242614566286,21.671466284885636,0.0,0.5261674849972724,3.093070103655211
2016-06-29,10133980,17.5,0.0,0.0,53599.01,0.0,453.51,0.0,30.23,13.56,1241.78,21.895,0.0018510570103655213,315.62840902891446,278.4627910529188,0.35026693262411357,78525.53306805785,289.8735836743045,0.006922888764230217,20.645222686084995,1.7730496453900714e-06,1.5455475995635575,3.3172074468085113
2016-06-30,10133980,22.7,0.0,0.0,53565.32,0.0,393.25,0.0,27.58,13.9,1380.5,20.74,0.1559995703764321,318.414064375341,64.89373922531371,0.30871685761047474,78407.40265889253,270.83056505728325,0.007298455319148939,18.824717894375706,0.04186642116748501,-0.7072749590834698,1.1304193944353522
2016-07-01,10133980,21.6,0.0,0.0,53528.09,0.0,424.85,0.0,26.6,11.79,1166.66,19.195,0.020015227768685223,309.74505046372076,195.6679759956356,0.31070978587015835,78199.7476616203,302.3011810556465,0.007751211507001631,18.054419512709725,9.446262956901255e-05,0.5519339879978179,0.6768971631205676
